ImgName,Cluster_Label,Coordinate,Quaternion
22970285_1555392950779869.jpg,1017,[ 493.3099    -410.38956      2.2578306],[-0.05242939  0.04322194 -0.64087737  0.76463014]
22970285_1555392951779869.jpg,4676,[ 493.36185   -411.12924      2.2541058],[-0.01809555  0.01294297 -0.64329284  0.7652969 ]
22970285_1555392952779869.jpg,4103,[ 493.39523   -411.89755      2.2530553],[-0.00895662  0.00537401 -0.6428205   0.7659457 ]
22970285_1555392953779869.jpg,677,[ 493.31308   -412.6128       2.2484193],[ 0.05890004 -0.05059608 -0.6413996   0.7632675 ]
22970285_1555392954779869.jpg,3403,[ 493.215     -413.221        2.2484572],[ 0.06143491 -0.05371722 -0.6419643   0.76237917]
22970285_1555392955779869.jpg,4187,[ 493.11652   -413.844        2.2464066],[ 0.06368672 -0.054074   -0.6410261   0.76295847]
22970285_1555392956779869.jpg,680,[ 492.98672  -414.46872     2.245427],[ 0.11450699 -0.09294049 -0.6355846   0.7578142 ]
22970285_1555392957779869.jpg,1006,[ 492.6983    -415.05923      2.2405617],[ 0.23464912 -0.19282177 -0.6117181   0.7304523 ]
22970285_1555392958779869.jpg,953,[ 492.25485  -415.54373     2.242726],[ 0.3406066  -0.28153843 -0.5765358   0.6872625 ]
22970285_1555392959779869.jpg,9112,[ 491.6697    -415.83374      2.2439966],[ 0.4178169 -0.3511635 -0.5386167  0.6418764]
22970285_1555392960779869.jpg,4315,[ 491.07007   -416.09598      2.2454147],[ 0.42406398 -0.35785505 -0.5346726   0.63736546]
22970285_1555392961779869.jpg,764,[ 490.81384   -416.21332      2.2476447],[ 0.4292024  -0.35900563 -0.53266424  0.63495594]
22970285_1555392962779869.jpg,3176,[ 490.4889   -416.37488     2.252394],[ 0.3874669  -0.32501006 -0.5542909   0.6610594 ]
22970285_1555392963779869.jpg,5626,[ 490.10187   -417.02737      2.2423894],[ 0.13529639 -0.11505491 -0.6342692   0.752436  ]
22970285_1555392964779869.jpg,9408,[ 489.87057   -417.6891       2.2448304],[ 0.12951672 -0.11036243 -0.6338177   0.75453347]
22970285_1555392965779869.jpg,1958,[ 489.67725   -418.3913       2.2456832],[ 0.08739936 -0.07585973 -0.6387742   0.7606406 ]
22970285_1555392966779869.jpg,901,[ 489.60678   -419.0456       2.2436259],[ 0.03875085 -0.03483204 -0.6418076   0.7650935 ]
22970285_1555392967779869.jpg,8841,[ 489.57056   -419.68423      2.2453098],[ 0.01945982 -0.0181376  -0.64092964  0.76713854]
22970285_1555392968779869.jpg,818,[ 489.54794   -420.33258      2.2460515],[ 0.01179912 -0.01311544 -0.6420937   0.76642317]
22970285_1555392969779869.jpg,8932,[ 489.53326   -420.99756      2.2466397],[ 0.00760319 -0.01002005 -0.6427747   0.765952  ]
22970285_1555392970779869.jpg,9053,[ 489.51962   -421.67795      2.2470767],[ 0.00523214 -0.0075884  -0.6424299   0.76628906]
22970285_1555392971779869.jpg,4515,[ 489.518     -422.3622       2.2491424],[-0.00096221 -0.00375052 -0.6418089   0.7668548 ]
22970285_1555392972779869.jpg,4612,[ 489.5277   -423.0416      2.251425],[-0.00343586 -0.00100172 -0.6420633   0.7666433 ]
22970285_1555392973779869.jpg,910,[ 489.5401    -423.73074      2.2526028],[-0.00802235  0.0020258  -0.64245534  0.76627845]
22970285_1555392974779869.jpg,3711,[ 489.56064  -424.41516     2.253758],[-0.01127615  0.00614277 -0.64157265  0.7669548 ]
22970285_1555392975779869.jpg,4061,[ 489.56055   -425.08994      2.2539313],[ 0.00585554 -0.00695708 -0.64259803  0.7661495 ]
22970285_1555392976779869.jpg,1283,[ 489.5438   -425.7656      2.251861],[ 0.01046455 -0.01215571 -0.6423421   0.7662502 ]
22970285_1555392977779869.jpg,1926,[ 489.52884   -426.43707      2.2542272],[ 0.01071434 -0.01171477 -0.64124936  0.76716834]
22970285_1555392978779869.jpg,6588,[ 489.5041   -427.084       2.253056],[ 0.02834424 -0.02542785 -0.64226025  0.7655402 ]
22970285_1555392979779869.jpg,4198,[ 489.45724   -427.73755      2.2521594],[ 0.02966899 -0.02681666 -0.64209336  0.7655826 ]
22970285_1555392980779869.jpg,3976,[ 489.4032   -428.40146     2.252465],[ 0.0344531  -0.0302301  -0.6415595   0.76570266]
22970285_1555392981779869.jpg,9174,[ 489.3336    -429.11447      2.2553096],[ 0.03631788 -0.03206689 -0.64077073  0.7662021 ]
22970285_1555392982779869.jpg,1518,[ 489.25928   -429.8776       2.2550988],[ 0.03962    -0.03499644 -0.6411758   0.76557106]
22970285_1555392983779869.jpg,8822,[ 489.18655   -430.62598      2.2556596],[ 0.04194596 -0.03645971 -0.64188796  0.7647817 ]
22970285_1555392984779869.jpg,9030,[ 489.16446   -431.37573      2.2533581],[-7.4478611e-04 -1.7828606e-03 -6.4266944e-01  7.6614112e-01]
22970285_1555392985779869.jpg,2691,[ 489.17343   -432.11523      2.2530918],[-0.00808627  0.00291144 -0.64330906  0.76555836]
22970285_1555392986779869.jpg,4150,[ 489.20728   -432.8965       2.2518275],[-0.01899249  0.01204544 -0.6428256   0.76568234]
22970285_1555392987779869.jpg,3185,[ 489.2513   -433.6203      2.254329],[-0.02369764  0.01556162 -0.64117867  0.76686776]
22970285_1555392988779869.jpg,5351,[ 489.22144   -434.3578       2.2546668],[ 0.0601921  -0.05199648 -0.6402768   0.764015  ]
22970285_1555392989779869.jpg,4340,[ 489.09967  -435.06445     2.250897],[ 0.06306526 -0.056761   -0.64028275  0.76343894]
22970285_1555392990779869.jpg,455,[ 488.9703   -435.84366     2.251273],[ 0.0608856  -0.05739773 -0.64196426  0.76215506]
22970285_1555392991779869.jpg,2230,[ 488.85638   -436.4909       2.2509677],[ 0.06369579 -0.06018794 -0.6408924   0.7626121 ]
22970285_1555392992779869.jpg,665,[ 488.8208    -436.77487      2.2528102],[ 0.06044156 -0.05667573 -0.639739    0.76411307]
22970285_1555392993779869.jpg,665,[ 488.8255    -436.8009       2.2509217],[ 0.03553677 -0.03561407 -0.64080113  0.7660566 ]
22970285_1555392994779869.jpg,665,[ 488.83377  -436.81644     2.250824],[ 0.00180813 -0.00641212 -0.64127153  0.7672851 ]
22970285_1555392995779869.jpg,2140,[ 488.86383   -436.9232       2.2493343],[-0.06174556  0.04577442 -0.6396931   0.7647777 ]
22970285_1555392996779869.jpg,6651,[ 488.9827    -437.26         2.2514668],[-0.11584871  0.09321173 -0.6339746   0.7589248 ]
22970285_1555392997779869.jpg,1438,[ 489.2204    -437.93213      2.2519484],[-0.12814888  0.10488681 -0.6340687   0.75533664]
22970285_1555392998779869.jpg,7484,[ 489.5129    -438.73462      2.2512116],[-0.1387397   0.11045211 -0.6339741   0.7527473 ]
22970285_1555392999779869.jpg,7274,[ 489.7243    -439.3504       2.2484715],[-0.10978223  0.08814548 -0.637003    0.75789535]
22970285_1555393000779869.jpg,2365,[ 489.8137   -439.98685     2.245297],[-0.04737776  0.03668017 -0.643028    0.7634952 ]
22970285_1555393001779869.jpg,2774,[ 489.88327   -440.6043       2.2455156],[-0.03241618  0.02575224 -0.6424715   0.7651904 ]
22970285_1555393002779869.jpg,3669,[ 489.9148    -441.28876      2.2448356],[-0.01661365  0.01032586 -0.64202857  0.76643115]
22970285_1555393003779869.jpg,220,[ 489.94656   -441.8276       2.2318563],[-0.01621407  0.01018191 -0.6429972   0.7656292 ]
22970285_1555393004779869.jpg,8807,[ 489.95215  -442.41113     2.237348],[ 0.01534457 -0.0145204  -0.6421001   0.7663297 ]
22970285_1555393005779869.jpg,4042,[ 489.91376   -443.0592       2.2362878],[ 0.02348824 -0.02293263 -0.6425145   0.76557004]
22970285_1555393006779869.jpg,1636,[ 489.8667  -443.77612    2.23303],[ 0.02483951 -0.02412589 -0.6431151   0.7649862 ]
22970285_1555393007779869.jpg,3928,[ 489.81668  -444.47238     2.234146],[ 0.02861789 -0.02674231 -0.6415758   0.766059  ]
22970285_1555393008779869.jpg,4013,[ 489.74744  -445.19696     2.231693],[ 0.04178117 -0.03538199 -0.64060444  0.7659167 ]
22970285_1555393009779869.jpg,8706,[ 489.66687   -446.02875      2.2295296],[ 0.04328597 -0.03858685 -0.64116263  0.765211  ]
22970285_1555393010779869.jpg,3258,[ 489.60117   -446.83868      2.2231455],[ 0.04419477 -0.03960013 -0.6402242   0.7658927 ]
22970285_1555393011779869.jpg,8316,[ 489.48065  -447.64807     2.233118],[ 0.0478715  -0.04218844 -0.64085835  0.76500267]
22970285_1555393012779869.jpg,5978,[ 489.46933   -448.42697      2.2303033],[-0.04916333  0.0354978  -0.6422653   0.7640799 ]
22970285_1555393013779869.jpg,3251,[ 489.76996   -449.10342      2.2318594],[-0.21714455  0.17860527 -0.6174468   0.7346481 ]
22970285_1555393014779869.jpg,879,[ 490.35025  -449.5796      2.233443],[-0.37664875  0.3100726  -0.5622931   0.6676954 ]
22970285_1555393015779869.jpg,2281,[ 491.0521   -449.7447      2.236374],[-0.5199339   0.42991218 -0.47446895  0.56544095]
22970285_1555393016779869.jpg,4840,[ 491.71277   -449.67694      2.2421746],[ 0.5683165  -0.47445658  0.43318966 -0.5140564 ]
22970285_1555393017779869.jpg,6305,[ 491.92352  -449.67725     2.243382],[-0.5428324   0.45099717 -0.45250365  0.5451376 ]
22970285_1555393018779869.jpg,4764,[ 492.36755   -449.67603      2.2399156],[ 0.558106   -0.4641935   0.44223997 -0.5267503 ]
22970285_1555393019779869.jpg,9290,[ 492.774     -449.6218       2.2475355],[ 0.56931454 -0.47485134  0.4289269  -0.5161578 ]
22970285_1555393020779869.jpg,8834,[ 493.48868  -449.55957     2.245372],[ 0.5597158  -0.46554658  0.44011763 -0.5256245 ]
22970285_1555393021779869.jpg,4374,[ 494.19653   -449.5691       2.2426915],[-0.5361892   0.4454655  -0.45943248  0.5504393 ]
22970285_1555393022779869.jpg,8630,[ 495.04144   -449.59952      2.2455292],[-0.53179204  0.44408336 -0.4644075   0.5516456 ]
22970285_1555393023779869.jpg,1956,[ 495.80902   -449.65356      2.2387505],[-0.5206627   0.43404528 -0.4724352   0.56331164]
22970285_1555393024779869.jpg,2579,[ 496.59027   -449.76816      2.2417405],[-0.49843118  0.41642636 -0.48748195  0.5835382 ]
22970285_1555393025779869.jpg,2838,[ 497.48196   -449.8851       2.2394397],[-0.5139853   0.4275807  -0.47871453  0.56905735]
22970285_1555393026779869.jpg,7002,[ 498.347     -449.9584       2.2400568],[-0.5162395   0.43141535 -0.47572204  0.56662697]
22970285_1555393027779869.jpg,4514,[ 499.21274   -449.98477      2.2437184],[-0.5352165   0.44633916 -0.4611389   0.54925   ]
22970285_1555393028779869.jpg,8748,[ 499.96036   -449.77625      2.2436557],[ 0.6559451  -0.5498856   0.33555317 -0.39340302]
22970285_1555393029779869.jpg,2632,[ 500.4556    -449.22055      2.2378604],[ 0.74233437 -0.6234481   0.16224311 -0.1841994 ]
22970285_1555393030779869.jpg,4785,[ 500.60397   -448.45273      2.2370744],[ 0.7651097  -0.6409439   0.04218947 -0.04492379]
22970285_1555393031779869.jpg,1605,[ 500.69882   -447.64267      2.2394896],[ 0.764153   -0.6422842   0.04070266 -0.04341022]
22970285_1555393032779869.jpg,874,[ 500.77927   -446.8317       2.2369697],[ 0.7638617  -0.6426829   0.03960431 -0.04365129]
22970285_1555393033779869.jpg,3477,[ 500.81375   -446.10144      2.2339787],[ 0.7649941  -0.6437168   0.01457807 -0.01415113]
22970285_1555393034779869.jpg,2288,[ 500.8144    -445.4062       2.2356153],[ 0.7677715  -0.64072156  0.00116764 -0.00121071]
22970285_1555393035779869.jpg,1456,[ 500.80444   -444.59766      2.2339625],[ 0.7664519  -0.64228195 -0.002233    0.00451246]
22970285_1555393036779869.jpg,1611,[ 500.79248   -443.97165      2.2331192],[ 0.76508874 -0.64383054 -0.00425011  0.01016939]
22970285_1555393037779869.jpg,5577,[ 500.77808  -443.4249      2.232725],[ 0.76625866 -0.64237416 -0.00678399  0.01253286]
22970285_1555393038779869.jpg,7571,[ 500.7529    -442.66638      2.2299013],[ 0.7659765  -0.64267975 -0.00726948  0.01378025]
22970285_1555393039779869.jpg,3688,[ 500.7239   -441.88773     2.231957],[ 0.7662218  -0.64230007 -0.00919549  0.01643862]
22970285_1555393040779869.jpg,954,[ 500.69373   -441.13867      2.2360702],[ 0.76651394 -0.64185596 -0.01138225  0.01864896]
22970285_1555393041779869.jpg,4579,[ 500.6435    -440.2906       2.2368064],[ 0.7673421  -0.64054734 -0.01656059  0.02471771]
22970285_1555393042779869.jpg,6661,[ 500.58273 -439.39658    2.23962],[ 0.7649694  -0.64331746 -0.01800589  0.02530243]
22970285_1555393043779869.jpg,8835,[ 500.5107   -438.46857     2.239317],[ 0.7658433  -0.6419659  -0.02028772  0.03085783]
22970285_1555393044779869.jpg,4866,[ 500.48462   -437.60333      2.2391186],[ 0.7661968  -0.64257336  0.0026345   0.00591663]
22970285_1555393045779869.jpg,9078,[ 500.5051    -436.81082      2.2392855],[ 0.76642257 -0.6417377   0.01945703 -0.01976313]
22970285_1555393046779869.jpg,7950,[ 500.55038   -435.9918       2.2416372],[ 0.76637536 -0.6417015   0.02092473 -0.02121516]
22970285_1555393047779869.jpg,4564,[ 500.5973    -435.21277      2.2418823],[ 0.76619494 -0.64164215  0.02434289 -0.02545715]
22970285_1555393048779869.jpg,3770,[ 500.64078   -434.38568      2.2372694],[ 0.7643895  -0.644618    0.01142512 -0.00676651]
22970285_1555393049779869.jpg,21,[ 500.6321    -433.8064       2.2375517],[ 7.6533133e-01 -6.4362711e-01  2.5481172e-04  3.4658331e-03]
22970285_1555393050779869.jpg,21,[ 500.63367  -433.7252      2.238678],[ 7.6609892e-01 -6.4271504e-01 -1.9672886e-04  3.1290911e-03]
22970285_1555393051779869.jpg,21,[ 500.62662   -433.6967       2.2370796],[ 7.6619667e-01 -6.4259893e-01 -1.5711784e-04  3.0444860e-03]
22970285_1555393052779869.jpg,21,[ 500.62817 -433.71658    2.23738],[ 7.6613879e-01 -6.4267105e-01  5.8279373e-04  2.2186432e-03]
22970285_1555393053779869.jpg,9763,[ 500.63007  -433.48047     2.238274],[ 0.76608115 -0.64274013  0.00160112  0.00150521]
22970285_1555393054779869.jpg,2502,[ 500.63156  -432.98312     2.237109],[ 7.6625818e-01 -6.4252728e-01  2.5648456e-03  7.3700957e-04]
22970285_1555393055779869.jpg,6310,[ 500.6258    -432.44177      2.2359688],[ 0.7660765  -0.6427393   0.00334987 -0.00134262]
22970285_1555393056779869.jpg,3681,[ 500.6287    -431.94073      2.2357717],[ 0.7662367  -0.6425364   0.00473053 -0.00243353]
22970285_1555393057779869.jpg,5806,[ 500.63452  -431.66077     2.234119],[ 0.7657595  -0.64308214  0.00706832 -0.00277396]
22970285_1555393058779869.jpg,6025,[ 500.63412  -431.49377     2.232932],[ 0.7665404  -0.6421485   0.00720149 -0.00303227]
22970285_1555393059779869.jpg,8700,[ 500.63263   -431.12784      2.2351747],[ 7.6642859e-01 -6.4230561e-01 -5.7542697e-05  5.5439826e-03]
22970285_1555393060779869.jpg,2486,[ 500.5622    -430.73407      2.2379653],[ 0.7651785  -0.6373037  -0.05775071  0.07078671]
22970285_1555393061779869.jpg,8100,[ 500.49258 -430.3601     2.23504],[ 0.7634934  -0.6391145  -0.05964396  0.07108477]
22970285_1555393062779869.jpg,7369,[ 500.44757   -430.05322      2.2424664],[ 0.76591396 -0.6395546  -0.0417409   0.05102294]
22970285_1555393063779869.jpg,8654,[ 500.41867  -429.56567     2.237929],[ 7.6744944e-01 -6.4110798e-01 -7.0674717e-04  1.2138933e-03]
22970285_1555393064779869.jpg,798,[ 500.4723    -428.9988       2.2388194],[ 0.76616186 -0.64084184  0.03228121 -0.03571631]
22970285_1555393065779869.jpg,3969,[ 500.5333    -428.3153       2.2366457],[ 0.76393265 -0.6431681   0.03501685 -0.03893023]
22970285_1555393066779869.jpg,8905,[ 500.5174    -427.61465      2.2396348],[ 0.76298124 -0.64025193 -0.05594569  0.06933332]
22970285_1555393067779869.jpg,8882,[ 500.37192   -427.02908      2.2377646],[ 0.7631586  -0.640058   -0.05622451  0.06894561]
22970285_1555393068779869.jpg,369,[ 500.2944    -426.4962       2.2376142],[ 0.7633374  -0.64040065 -0.05297887  0.06630457]
22970285_1555393069779869.jpg,2227,[ 500.2391    -426.0863       2.2347512],[ 0.7655103  -0.64169765 -0.02874774  0.03730416]
22970285_1555393070779869.jpg,6342,[ 500.20877   -425.63214      2.2377148],[ 0.76490396 -0.64252925 -0.02817962  0.03583237]
22970285_1555393071779869.jpg,1579,[ 500.18134   -425.3705       2.2400692],[ 0.76697    -0.6404287  -0.02535923  0.03106551]
22970285_1555393072779869.jpg,1229,[ 500.14365  -424.85696     2.239208],[ 0.7664979  -0.6419238  -0.01122491  0.01699353]
22970285_1555393073779869.jpg,1805,[ 500.14966 -424.31998    2.23972],[ 0.76732486 -0.6410149   0.01211043 -0.01287548]
22970285_1555393074779869.jpg,583,[ 500.18204   -423.71704      2.2396684],[ 0.7649095  -0.6432624   0.02314078 -0.02431989]
22970285_1555393075779869.jpg,4609,[ 500.29327   -423.16928      2.2420578],[ 0.7627451 -0.6375041  0.0699021 -0.0831994]
22970285_1555393076779869.jpg,947,[ 500.53064   -422.5067       2.2415037],[ 0.7517071  -0.62974375  0.12548067 -0.15037923]
22970285_1555393077779869.jpg,9586,[ 500.8067    -421.81488      2.2421207],[ 0.75560015 -0.6323584   0.11064149 -0.13019107]
22970285_1555393078779869.jpg,5591,[ 501.0242    -421.0776       2.2425053],[ 0.758123   -0.6359126   0.09378219 -0.10986173]
22970285_1555393079779869.jpg,65,[ 501.21362   -420.2751       2.2430952],[ 0.76370156 -0.639736    0.05669572 -0.06544731]
22970285_1555393080779869.jpg,4731,[ 501.2598    -419.48047      2.2413526],[ 0.76660097 -0.64124525  0.02249463 -0.02492904]
22970285_1555393081779869.jpg,8858,[ 501.28632   -418.77966      2.2420735],[ 0.76608056 -0.6426444   0.00918021 -0.00667248]
22970285_1555393082779869.jpg,1437,[ 501.18127  -417.99554     2.238066],[ 0.7625642  -0.6389678  -0.06366368  0.07850454]
22970285_1555393083779869.jpg,2878,[ 500.76562   -417.3465       2.2389967],[ 0.7209655  -0.60352385 -0.2179438   0.26166418]
22970285_1555393084779869.jpg,2466,[ 500.22232   -416.85065      2.2364132],[ 0.6783194  -0.5719434  -0.29527488  0.35436743]
22970285_1555393085779869.jpg,7007,[ 499.52875  -416.57614     2.237196],[ 0.6023313  -0.50606763 -0.39456964  0.4747708 ]
22970285_1555393086779869.jpg,451,[ 498.814     -416.5128       2.2363346],[ 0.56460476 -0.4743455  -0.43272835  0.51861733]
22970285_1555393087779869.jpg,2228,[ 498.0916    -416.51212      2.2417488],[ 0.5458083  -0.45506185 -0.4500183   0.5408285 ]
22970285_1555393088779869.jpg,342,[ 497.29916   -416.51862      2.2397285],[ 0.5403278  -0.4497518  -0.45655915  0.5452733 ]
22970285_1555393089779869.jpg,2070,[ 496.403     -416.5408       2.2375855],[ 0.53371024 -0.45027804 -0.45951292  0.54886335]
22970285_1555393090779869.jpg,5549,[ 495.49002  -416.5828      2.236612],[ 0.53151536 -0.44392645 -0.46087584  0.55499023]
22970285_1555393091779869.jpg,3020,[ 494.5613    -416.6136       2.2358384],[ 0.5485826  -0.45807555 -0.44769865  0.53739166]
22970285_1555393092779869.jpg,3239,[ 493.6343    -416.58554      2.2327132],[ 0.5577624  -0.46761516 -0.4393299   0.526523  ]
22970285_1555393093779869.jpg,8856,[ 492.7168    -416.49527      2.2354977],[ 0.5704288  -0.47761405 -0.42716154  0.51383734]
22970285_1555393094779869.jpg,7868,[ 491.7996    -416.40598      2.2359934],[ 0.5706652  -0.47795996 -0.42745218  0.51301086]
22970285_1555393095779869.jpg,723,[ 490.8811    -416.31873      2.2387826],[ 0.5696902 -0.4774697 -0.427981   0.5141089]
22970285_1555393096779869.jpg,7384,[ 489.9602   -416.2279      2.242351],[ 0.5700542  -0.47525176 -0.42806986  0.5156842 ]
22970285_1555393097779869.jpg,9232,[ 489.04898   -416.14185      2.2472413],[ 0.569531  -0.4755205 -0.4288472  0.5153686]
22970285_1555393098779869.jpg,3905,[ 488.12396  -416.07544     2.249773],[ 0.5587975  -0.46743816 -0.43839645  0.5263606 ]
22970285_1555393099779869.jpg,1658,[ 487.19122   -416.04233      2.2538779],[ 0.55237937 -0.46219304 -0.44337013  0.5335518 ]
22970285_1555393100779869.jpg,1305,[ 486.25757  -416.04703     2.256488],[ 0.53596216 -0.44939703 -0.45706806  0.5494321 ]
22970285_1555393101779869.jpg,922,[ 485.33926   -416.08063      2.2594056],[ 0.5325218  -0.44650653 -0.45967734  0.552946  ]
22970285_1555393102779869.jpg,2701,[ 484.42004   -416.12805      2.2604592],[ 0.528447   -0.44307965 -0.46355522  0.5563639 ]
22970285_1555393103779869.jpg,345,[ 483.49658   -416.18533      2.2639725],[ 0.52945477 -0.4438035  -0.4638855   0.55455065]
22970285_1555393104779869.jpg,5798,[ 482.57986   -416.24045      2.2674513],[ 0.52944607 -0.44117102 -0.46419472  0.55639756]
22970285_1555393105779869.jpg,2266,[ 481.6664    -416.3021       2.2703028],[ 0.5261599  -0.43740004 -0.46673012  0.56035703]
