ImgName,Cluster_Label,Coordinate,Quaternion
22970285_1555396568779869.jpg,2605,[ 498.73166  -436.6344     -4.786847],[ 0.63195443 -0.5312581  -0.36271414  0.4322463 ]
22970285_1555396569779869.jpg,7545,[ 498.7313   -436.67282    -4.787253],[ 0.5577403  -0.46918747 -0.43967775  0.5248546 ]
22970285_1555396570779869.jpg,7545,[ 498.7399    -436.72058     -4.7876086],[ 0.46065676 -0.38701656 -0.5128645   0.61235905]
22970285_1555396571779869.jpg,1863,[ 498.7502   -436.7557     -4.782496],[ 0.347298   -0.29270858 -0.5726188   0.68250537]
22970285_1555396572779869.jpg,1863,[ 498.78265   -436.7962      -4.7804556],[ 0.22023061 -0.1870224  -0.6152091   0.7335113 ]
22970285_1555396573779869.jpg,3175,[ 498.8128   -436.8019     -4.783008],[ 0.07646934 -0.06600215 -0.6396187   0.7620263 ]
22970285_1555396574779869.jpg,3175,[ 498.84277   -436.88718     -4.7813683],[-0.03515183  0.02917565 -0.6417485   0.7655534 ]
22970285_1555396575779869.jpg,6976,[ 498.92038   -437.27594     -4.7840843],[-0.0486116   0.03958312 -0.6422942   0.76389015]
22970285_1555396576779869.jpg,5192,[ 498.9916  -437.86133   -4.78581],[-0.04728518  0.04010769 -0.64010483  0.76578146]
22970285_1555396577779869.jpg,2572,[ 499.08246  -438.50018    -4.785883],[-0.0503474  0.0424137 -0.6403904  0.7652231]
22970285_1555396578779869.jpg,290,[ 499.17554  -439.17606    -4.785048],[-0.05281561  0.04339386 -0.640477    0.7649292 ]
22970285_1555396579779869.jpg,5046,[ 499.2735   -439.87094    -4.786049],[-0.04446128  0.03687999 -0.64225644  0.76430994]
22970285_1555396580779869.jpg,1257,[ 499.30936  -440.54233    -4.786515],[-0.01875901  0.015598   -0.6417753   0.7665046 ]
22970285_1555396581779869.jpg,2533,[ 499.35815  -441.41187    -4.786474],[-0.02337163  0.01782472 -0.64293826  0.7653538 ]
22970285_1555396582779869.jpg,5653,[ 499.41074   -442.30685     -4.7849064],[-0.01940094  0.01586975 -0.6420985   0.7662123 ]
22970285_1555396583779869.jpg,5922,[ 499.46353 -443.22943   -4.78524],[-0.02041572  0.01521266 -0.64270955  0.76568675]
22970285_1555396584779869.jpg,55,[ 499.5227    -444.15604     -4.7816243],[-0.02273557  0.01534453 -0.6420782   0.7661483 ]
22970285_1555396585779869.jpg,3468,[ 499.56818  -444.93073    -4.780201],[-0.02419327  0.01681461 -0.64441335  0.76410955]
22970285_1555396586779869.jpg,2780,[ 499.591    -445.30524    -4.779934],[-0.02293872  0.01665533 -0.6408566   0.767137  ]
22970285_1555396587779869.jpg,7649,[ 499.61404  -445.67053    -4.779645],[-0.02044397  0.01501835 -0.64116544  0.7669833 ]
22970285_1555396588779869.jpg,364,[ 499.65646   -446.32294     -4.7798634],[-0.02014885  0.01654347 -0.64121157  0.76692116]
22970285_1555396589779869.jpg,3348,[ 499.69562   -447.05225     -4.7800736],[-0.02065539  0.01558858 -0.6437358   0.76481014]
22970285_1555396590779869.jpg,2919,[ 499.70532  -447.5788     -4.777917],[ 0.00963113 -0.01046147 -0.6430517   0.76569074]
22970285_1555396591779869.jpg,2731,[ 499.4818   -448.15308    -4.779543],[ 0.18172814 -0.1543235  -0.6239436   0.74421334]
22970285_1555396592779869.jpg,4359,[ 499.1068    -448.84933     -4.7794704],[ 0.19174664 -0.16386993 -0.6224992   0.7408607 ]
22970285_1555396593779869.jpg,2443,[ 498.79633   -449.55444     -4.7792783],[ 0.11581481 -0.1004222  -0.6342752   0.7577581 ]
22970285_1555396594779869.jpg,3506,[ 498.69626   -450.3438      -4.7772684],[ 0.03558195 -0.03194511 -0.63989186  0.76697576]
22970285_1555396595779869.jpg,8923,[ 498.61664   -451.24335     -4.7810874],[ 0.03605709 -0.03069916 -0.6414884   0.7656697 ]
22970285_1555396596779869.jpg,6970,[ 498.551    -452.121      -4.780566],[ 0.02765935 -0.02383775 -0.6409992   0.76667255]
22970285_1555396597779869.jpg,3282,[ 498.51437   -453.0191      -4.7802854],[ 0.01014351 -0.01133431 -0.640931    0.76744777]
22970285_1555396598779869.jpg,6968,[ 498.54904   -453.9233      -4.7793283],[-0.0207534   0.01374922 -0.6414241   0.76678246]
22970285_1555396599779869.jpg,4080,[ 498.6193  -454.79788   -4.77582],[-0.02683656  0.02167143 -0.6402618   0.7673819 ]
22970285_1555396600779869.jpg,7802,[ 498.69473  -455.7198     -4.775765],[-0.02945349  0.02323249 -0.6415465   0.7661663 ]
22970285_1555396601779869.jpg,7106,[ 498.7764    -456.63718     -4.7727256],[-0.03482324  0.02755321 -0.64134187  0.76596916]
22970285_1555396602779869.jpg,3775,[ 498.86392   -457.5511      -4.7727914],[-0.03547315  0.0286475  -0.6422456   0.76514155]
22970285_1555396603779869.jpg,778,[ 498.95325   -458.47797     -4.7724285],[-0.04202228  0.02992792 -0.64192283  0.7650317 ]
22970285_1555396604779869.jpg,7230,[ 499.0591   -459.3913     -4.771783],[-0.04477628  0.03657065 -0.6413026   0.765107  ]
22970285_1555396605779869.jpg,3728,[ 499.16043  -460.264      -4.771421],[-0.0519845   0.03749584 -0.64161414  0.7643448 ]
22970285_1555396606779869.jpg,3712,[ 499.26804  -461.00568    -4.767938],[-0.0504592   0.04004014 -0.6422295   0.763801  ]
22970285_1555396607779869.jpg,7820,[ 499.34457   -461.56143     -4.7666273],[-0.05044879  0.0411564  -0.64115673  0.76464313]
22970285_1555396608779869.jpg,7715,[ 499.37357   -462.07062     -4.7635455],[-0.01279343  0.01214897 -0.63920975  0.76883006]
22970285_1555396609779869.jpg,8658,[ 499.41437   -462.98795     -4.7640905],[-0.01522275  0.01414297 -0.6417501   0.76663226]
22970285_1555396610779869.jpg,4545,[ 499.46588  -463.90808    -4.759947],[-0.01936833  0.017495   -0.64064556  0.76739305]
22970285_1555396611779869.jpg,3491,[ 499.49982   -464.82962     -4.7577753],[-0.00563119  0.00555589 -0.64274085  0.7660428 ]
22970285_1555396612779869.jpg,3219,[ 499.4225    -465.75674     -4.7564607],[ 0.06014466 -0.05132395 -0.63989544  0.7643836 ]
22970285_1555396613779869.jpg,6433,[ 499.17786   -466.66003     -4.7572317],[ 0.12898459 -0.11179344 -0.63393223  0.75431764]
22970285_1555396614779869.jpg,5623,[ 498.8192    -467.50714     -4.7582116],[ 0.15752529 -0.13292713 -0.6291448   0.74946177]
22970285_1555396615779869.jpg,7758,[ 498.45584  -468.33542    -4.755449],[ 0.15691462 -0.13114665 -0.6270547   0.751652  ]
22970285_1555396616779869.jpg,3897,[ 498.11096  -469.13806    -4.756815],[ 0.15504093 -0.13084786 -0.62988734  0.749722  ]
22970285_1555396617779869.jpg,5302,[ 497.83594   -469.82452     -4.7554603],[ 0.13626018 -0.11469974 -0.63323504  0.7531869 ]
22970285_1555396618779869.jpg,2181,[ 497.72134  -470.75168    -4.755744],[ 0.02580773 -0.02213437 -0.64048535  0.7672174 ]
22970285_1555396619779869.jpg,8240,[ 497.6736    -471.66995     -4.7587123],[ 0.02080551 -0.01854417 -0.6429749   0.76538   ]
22970285_1555396620779869.jpg,1218,[ 497.6339    -472.571       -4.7610536],[ 0.01382768 -0.01510734 -0.642918    0.7656612 ]
22970285_1555396621779869.jpg,4263,[ 497.596     -473.4741      -4.7648425],[ 0.01310055 -0.01716496 -0.6430494   0.7655202 ]
22970285_1555396622779869.jpg,1109,[ 497.5729    -474.31265     -4.7610164],[ 0.01259473 -0.01523551 -0.64104986  0.76724464]
22970285_1555396623779869.jpg,4021,[ 497.5249    -475.11063     -4.7617216],[ 0.04354743 -0.03995277 -0.64066833  0.76554   ]
22970285_1555396624779869.jpg,3759,[ 497.31134  -475.667      -4.761711],[ 0.20824993 -0.17619559 -0.61662877  0.73848224]
22970285_1555396625779869.jpg,6996,[ 496.80035   -476.097       -4.7589364],[ 0.38215524 -0.32055557 -0.5557558   0.6650842 ]
22970285_1555396626779869.jpg,5281,[ 495.9651   -476.28522    -4.753389],[ 0.5256002  -0.4390911  -0.46837935  0.5581794 ]
22970285_1555396627779869.jpg,7795,[ 495.04562   -476.32776     -4.7603045],[ 0.5264954  -0.44934842 -0.463018    0.5536271 ]
22970285_1555396628779869.jpg,4602,[ 494.12485   -476.36954     -4.7682457],[ 0.5293217  -0.44926512 -0.46239585  0.55151564]
22970285_1555396629779869.jpg,966,[ 493.69263   -476.38922     -4.7707367],[ 0.5291855  -0.45181197 -0.461625    0.55021   ]
22970285_1555396630779869.jpg,1967,[ 493.43713   -476.40024     -4.7712355],[ 0.532868   -0.4502634  -0.46043432  0.5489214 ]
22970285_1555396631779869.jpg,2074,[ 492.66745   -476.4211      -4.7761254],[ 0.5331003  -0.4520163  -0.4586561   0.54874396]
22970285_1555396632779869.jpg,8647,[ 491.81564  -476.44077    -4.778937],[ 0.53372175 -0.45090255 -0.45796797  0.54963017]
22970285_1555396633779869.jpg,3815,[ 491.24332  -476.45877    -4.779488],[ 0.5378052  -0.4504589  -0.45680755  0.5469728 ]
22970285_1555396634779869.jpg,4199,[ 490.35608  -476.4784     -4.782134],[ 0.5351256  -0.45267302 -0.45869893  0.54618955]
22970285_1555396635779869.jpg,1304,[ 489.51755   -476.49603     -4.7839713],[ 0.53470755 -0.45447898 -0.4572711   0.5462965 ]
22970285_1555396636779869.jpg,8078,[ 489.14166  -476.50082    -4.786968],[ 0.53564525 -0.4564534  -0.456633    0.5442617 ]
22970285_1555396637779869.jpg,1651,[ 488.6983   -476.51498    -4.788115],[ 0.5398746 -0.4537444 -0.4540799  0.5444841]
22970285_1555396638779869.jpg,1302,[ 487.80676  -476.52368    -4.791184],[ 0.53925985 -0.45661637 -0.45670992  0.5404779 ]
22970285_1555396639779869.jpg,1744,[ 487.2549  -476.53223   -4.79053],[ 0.542703   -0.45213503 -0.45479944  0.54240656]
22970285_1555396640779869.jpg,3474,[ 486.33136  -476.63254    -4.796125],[ 0.48282465 -0.41079196 -0.49544787  0.5938533 ]
22970285_1555396641779869.jpg,4987,[ 485.42734   -476.83368     -4.7955666],[ 0.48194107 -0.40715924 -0.4981319   0.5948267 ]
22970285_1555396642779869.jpg,2193,[ 484.51984   -476.8896      -4.7956505],[ 0.5505003  -0.4623642  -0.4459668   0.53318137]
22970285_1555396643779869.jpg,6315,[ 483.60333   -476.86035     -4.7923326],[ 0.5514202  -0.46348858 -0.44338244  0.5334099 ]
22970285_1555396644779869.jpg,8034,[ 482.67838   -476.7489      -4.7983284],[ 0.58343846 -0.49376398 -0.41643524  0.49231938]
22970285_1555396645779869.jpg,1316,[ 481.78094  -476.59076    -4.802707],[ 0.58900577 -0.49739903 -0.40989345  0.48749742]
22970285_1555396646779869.jpg,8378,[ 480.889     -476.38028     -4.8004737],[ 0.6042175  -0.5056772  -0.39389876  0.47334495]
22970285_1555396647779869.jpg,825,[ 480.01367   -476.1462      -4.8022923],[ 0.62370723 -0.52238154 -0.37525836  0.44417113]
22970285_1555396648779869.jpg,900,[ 479.23557   -475.64517     -4.8075857],[ 0.6975959  -0.5844384  -0.2694033   0.31498185]
22970285_1555396649779869.jpg,662,[ 478.5423    -475.0079      -4.8159566],[ 0.70075274 -0.59362495 -0.25562337  0.30201277]
22970285_1555396650779869.jpg,1023,[ 477.89703  -474.3313     -4.825645],[ 0.7183879  -0.604678   -0.22468996  0.26038   ]
22970285_1555396651779869.jpg,1925,[ 477.37152  -473.5579     -4.829776],[ 0.7382975  -0.6215385  -0.17035376  0.19896293]
22970285_1555396652779869.jpg,6026,[ 477.08994  -472.68918    -4.831744],[ 0.7634018  -0.6413836  -0.04981472  0.05799351]
22970285_1555396653779869.jpg,1204,[ 477.18036 -471.83395   -4.83573],[ 0.7628077  -0.6430803   0.0461362  -0.04943293]
22970285_1555396654779869.jpg,2248,[ 477.20953  -471.60843    -4.832461],[ 0.76563007 -0.6392481   0.04698616 -0.05445028]
22970285_1555396655779869.jpg,2248,[ 477.21207  -471.60175    -4.833959],[ 0.76545775 -0.639421    0.04790496 -0.05404079]
22970285_1555396656779869.jpg,4235,[ 477.24554   -471.3389      -4.8333073],[ 0.76690865 -0.6373782   0.04816754 -0.05727189]
22970285_1555396657779869.jpg,8451,[ 477.38654   -470.4636      -4.8284883],[ 0.7641347  -0.6398919   0.05122584 -0.0633437 ]
22970285_1555396658779869.jpg,3394,[ 477.52448  -469.6481     -4.830677],[ 0.76310766 -0.6400503   0.054948   -0.07059059]
22970285_1555396659779869.jpg,3482,[ 477.6886    -469.02087     -4.8273444],[ 0.7563564  -0.6266869   0.11554825 -0.14777406]
22970285_1555396660779869.jpg,7780,[ 478.12756   -468.2342      -4.8242755],[ 0.7422077  -0.61998594  0.16325901 -0.19517076]
22970285_1555396661779869.jpg,8375,[ 478.50732  -467.56796    -4.825219],[ 0.7416636  -0.6179015   0.16586107 -0.20155132]
22970285_1555396662779869.jpg,7034,[ 478.8773    -466.94473     -4.8233633],[ 0.7391919  -0.61860555  0.17124902 -0.20395179]
22970285_1555396663779869.jpg,4091,[ 479.1702    -466.27634     -4.8174844],[ 0.7590641  -0.63357484  0.09674884 -0.11421197]
22970285_1555396664779869.jpg,569,[ 479.29453   -465.76044     -4.8199134],[ 0.75953084 -0.6385064   0.07965532 -0.0952758 ]
22970285_1555396665779869.jpg,569,[ 479.2972    -465.72946     -4.8204913],[ 0.75997514 -0.63742673  0.0811246  -0.09769183]
22970285_1555396666779869.jpg,2424,[ 479.38895   -465.41614     -4.8200517],[ 0.7590425  -0.6378632   0.08544966 -0.09840414]
22970285_1555396667779869.jpg,1739,[ 479.4894    -464.88406     -4.8173428],[ 0.76388526 -0.640556    0.05216942 -0.05869975]
22970285_1555396668779869.jpg,1318,[ 479.45276  -464.1506     -4.820643],[ 0.76242894 -0.6422435  -0.04995143  0.06107575]
22970285_1555396669779869.jpg,1799,[ 479.2382   -463.40723    -4.822218],[ 0.75765693 -0.63558686 -0.09637602  0.11268084]
22970285_1555396670779869.jpg,4240,[ 478.97922   -462.57016     -4.8280187],[ 0.7567845  -0.6379331  -0.09370599  0.10741422]
22970285_1555396671779869.jpg,3848,[ 478.72995  -461.73633    -4.829242],[ 0.75892025 -0.63682926 -0.08819582  0.10348932]
22970285_1555396672779869.jpg,8692,[ 478.47708   -460.8669      -4.8331866],[ 0.76080984 -0.6352321  -0.08598697  0.10126609]
22970285_1555396673779869.jpg,6938,[ 478.23898  -459.98526    -4.835986],[ 0.7590009  -0.6383945  -0.08272653  0.09760339]
22970285_1555396674779869.jpg,1348,[ 478.00525  -459.08322    -4.835735],[ 0.7598925  -0.6382695  -0.0786434   0.09481911]
22970285_1555396675779869.jpg,8552,[ 477.78705  -458.23917    -4.839491],[ 0.7613741  -0.63765705 -0.07584319  0.08916672]
22970285_1555396676779869.jpg,2247,[ 477.57767  -457.42084    -4.843491],[ 0.7601473  -0.6390412  -0.0768631   0.08885092]
22970285_1555396677779869.jpg,8248,[ 477.39154   -456.65295     -4.8449874],[ 0.76268035 -0.6372148  -0.07567695  0.08092615]
22970285_1555396678779869.jpg,667,[ 477.15076  -455.90762    -4.839166],[ 0.7567673  -0.6313133  -0.11202879  0.12726466]
22970285_1555396679779869.jpg,6887,[ 476.9354   -455.32843    -4.845681],[ 0.75392324 -0.62867767 -0.125592    0.14349496]
22970285_1555396680779869.jpg,300,[ 476.54587 -454.66498   -4.85366],[ 0.71971714 -0.60817367 -0.21664546  0.25533664]
22970285_1555396681779869.jpg,3638,[ 475.91858   -454.315       -4.8549943],[ 0.6314631  -0.5344329  -0.36084032  0.43061596]
22970285_1555396682779869.jpg,1718,[ 475.0675   -454.13602    -4.851968],[ 0.5943072  -0.49949884 -0.4039148   0.48389328]
22970285_1555396683779869.jpg,8525,[ 474.1426  -454.01907   -4.85657],[ 0.54820657 -0.46273947 -0.44471183  0.5362585 ]
22970285_1555396684779869.jpg,3549,[ 473.2193   -454.07736    -4.858852],[ 0.51593626 -0.43469808 -0.47297055  0.56669766]
22970285_1555396685779869.jpg,444,[ 472.31146   -454.18152     -4.8618884],[ 0.511001   -0.43055272 -0.4783262   0.5698301 ]
22970285_1555396686779869.jpg,3899,[ 471.424    -454.28653    -4.863699],[ 0.5118083  -0.43186954 -0.47641617  0.56970924]
22970285_1555396687779869.jpg,4777,[ 470.48798   -454.39673     -4.8652086],[ 0.51151884 -0.4287971  -0.47757825  0.5713148 ]
22970285_1555396688779869.jpg,8170,[ 469.65533   -454.4965      -4.8668895],[ 0.5115959  -0.43008116 -0.4792924   0.5688397 ]
22970285_1555396689779869.jpg,4539,[ 468.9138    -454.581       -4.8744864],[ 0.513406  -0.4294802 -0.4791591  0.5677743]
22970285_1555396690779869.jpg,4101,[ 468.1763    -454.6645      -4.8775644],[ 0.51527387 -0.42979863 -0.4773253   0.5673857 ]
22970285_1555396691779869.jpg,4350,[ 467.37027   -454.7645      -4.8797245],[ 0.5101499  -0.4270241  -0.483714    0.56869876]
22970285_1555396692779869.jpg,8296,[ 466.5276    -455.02316     -4.8846426],[ 0.38917178 -0.32904893 -0.5528022   0.659304  ]
22970285_1555396693779869.jpg,2657,[ 465.96817  -455.67004    -4.878772],[ 0.20337793 -0.17428866 -0.6193013   0.73805606]
22970285_1555396694779869.jpg,6567,[ 465.6777   -456.48563    -4.884318],[ 0.08211857 -0.07137227 -0.6384242   0.76195604]
22970285_1555396695779869.jpg,5539,[ 465.61246  -457.31775    -4.882124],[ 0.03049407 -0.02171442 -0.64167225  0.7660648 ]
22970285_1555396696779869.jpg,3840,[ 465.55533   -458.23636     -4.8809476],[ 0.02925447 -0.02245357 -0.6418685   0.76592743]
22970285_1555396697779869.jpg,7822,[ 465.51868   -459.1433      -4.8812118],[-0.00373067  0.00259004 -0.64244026  0.7663223 ]
22970285_1555396698779869.jpg,7112,[ 465.55914   -460.0285      -4.8785567],[-0.01696571  0.01130919 -0.6410059   0.7672651 ]
22970285_1555396699779869.jpg,5536,[ 465.60297  -460.8609     -4.878345],[-0.01883083  0.00998927 -0.6418378   0.7665441 ]
22970285_1555396700779869.jpg,2502,[ 465.63522  -461.68018    -4.876033],[-0.01821194  0.0087805  -0.64164686  0.76673365]
22970285_1555396701779869.jpg,904,[ 465.68073   -462.6074      -4.8736796],[-0.0208083   0.00968549 -0.64209795  0.7662789 ]
22970285_1555396702779869.jpg,7973,[ 465.72745   -463.53784     -4.8801184],[-0.02076234  0.01100425 -0.6437725   0.7648561 ]
22970285_1555396703779869.jpg,4099,[ 465.77353   -464.4418      -4.8786287],[-0.02179356  0.01297985 -0.6404253   0.76760143]
22970285_1555396704779869.jpg,5811,[ 465.82703   -465.36237     -4.8794465],[-0.01984878  0.01291274 -0.6434415   0.76512897]
22970285_1555396705779869.jpg,394,[ 465.8866   -466.30417    -4.880476],[-0.02177262  0.01498664 -0.64174926  0.76645887]
22970285_1555396706779869.jpg,4537,[ 465.94888  -467.17856    -4.876815],[-0.02381306  0.01756657 -0.6421477   0.76600957]
22970285_1555396707779869.jpg,1521,[ 465.9815    -467.49567     -4.8726735],[-0.02191421  0.01769272 -0.64129305  0.76677895]
22970285_1555396708779869.jpg,7411,[ 465.9266    -467.7453      -4.8735332],[ 0.06386225 -0.05571295 -0.6407927   0.7630218 ]
22970285_1555396709779869.jpg,858,[ 465.88962  -467.98373    -4.877062],[ 0.07087009 -0.06476821 -0.6408867   0.76160794]
22970285_1555396710779869.jpg,858,[ 465.8888   -467.99783    -4.874225],[ 0.07152031 -0.06381156 -0.64022434  0.7621848 ]
22970285_1555396711779869.jpg,858,[ 465.88364   -467.98456     -4.8739986],[ 0.08424057 -0.07487755 -0.6392387   0.7607041 ]
22970285_1555396712779869.jpg,858,[ 465.83475   -467.99268     -4.8746343],[ 0.19065024 -0.16259778 -0.6229318   0.7410604 ]
22970285_1555396713779869.jpg,858,[ 465.84406  -468.00122    -4.874831],[ 0.19499694 -0.16573568 -0.62193435  0.7400713 ]
22970285_1555396714779869.jpg,858,[ 465.81573   -467.99536     -4.8750496],[ 0.2586651  -0.21978281 -0.6051956   0.7200876 ]
22970285_1555396715779869.jpg,316,[ 465.50134   -468.18845     -4.8763046],[ 0.37306085 -0.31658465 -0.56160444  0.6672332 ]
22970285_1555396716779869.jpg,973,[ 465.25693   -468.24197     -4.8769693],[ 0.46854785 -0.39485973 -0.50764364  0.6056787 ]
22970285_1555396717779869.jpg,872,[ 464.6849    -468.39194     -4.8747954],[ 0.476643   -0.399824   -0.5013582   0.60132533]
22970285_1555396718779869.jpg,6647,[ 463.78973   -468.60373     -4.8761024],[ 0.4711758  -0.39926738 -0.50447017  0.60339767]
22970285_1555396719779869.jpg,723,[ 462.8903   -468.81055    -4.880457],[ 0.50380576 -0.4242     -0.48478073  0.57551867]
22970285_1555396720779869.jpg,3971,[ 461.9763   -468.87656    -4.883768],[ 0.51913726 -0.4420727  -0.47074363  0.55988276]
22970285_1555396721779869.jpg,1301,[ 461.03967   -468.87582     -4.8909307],[ 0.5452265  -0.46030697 -0.44996426  0.5370081 ]
22970285_1555396722779869.jpg,130,[ 460.12595  -468.8724     -4.901726],[ 0.54260707 -0.4591675  -0.45278573  0.53826374]
22970285_1555396723779869.jpg,3207,[ 459.18613 -468.87057   -4.90039],[ 0.54457116 -0.45757365 -0.452646    0.5377548 ]
22970285_1555396724779869.jpg,4909,[ 458.23102   -468.87143     -4.9132633],[ 0.5417239 -0.4591395 -0.4548918  0.5374008]
22970285_1555396725779869.jpg,486,[ 457.31628  -468.87595    -4.920509],[ 0.54196954 -0.4544291  -0.45594013  0.5402609 ]
22970285_1555396726779869.jpg,4807,[ 456.40146  -468.89478    -4.925818],[ 0.54302204 -0.45143685 -0.4567872   0.5409966 ]
22970285_1555396727779869.jpg,894,[ 455.47253  -468.91556    -4.933288],[ 0.5302374  -0.44475192 -0.4678012   0.54973274]
22970285_1555396728779869.jpg,4491,[ 454.56808  -469.06018    -4.936498],[ 0.48630217 -0.41125172 -0.49798873  0.5885486 ]
22970285_1555396729779869.jpg,597,[ 454.13986  -469.17508    -4.936795],[ 0.46851072 -0.38841528 -0.5091204   0.60862774]
22970285_1555396730779869.jpg,2363,[ 453.75653  -469.3466     -4.931167],[ 0.4108426  -0.33216715 -0.5425197   0.6531047 ]
22970285_1555396731779869.jpg,5990,[ 453.21344  -469.78186    -4.932478],[ 0.29131708 -0.24533243 -0.5955337   0.70730895]
22970285_1555396732779869.jpg,2591,[ 452.80676  -470.4521     -4.935688],[ 0.16329847 -0.14032383 -0.62783116  0.74797785]
22970285_1555396733779869.jpg,4065,[ 452.62125   -471.29584     -4.9411435],[ 0.0313916  -0.03426888 -0.64015883  0.76683563]
22970285_1555396734779869.jpg,5395,[ 452.6334    -472.20767     -4.9347086],[-0.03797078  0.02512539 -0.64057875  0.7665415 ]
22970285_1555396735779869.jpg,5964,[ 452.86536   -473.0782      -4.9325786],[-0.10564959  0.08558517 -0.63491786  0.76052135]
22970285_1555396736779869.jpg,5901,[ 453.0832   -473.79572    -4.922165],[-0.10974932  0.0894538  -0.6306353   0.76305455]
22970285_1555396737779869.jpg,4201,[ 453.2831    -474.49063     -4.9191456],[-0.09533154  0.07663585 -0.6307971   0.7662466 ]
22970285_1555396738779869.jpg,3492,[ 453.3347    -475.01422     -4.9183025],[ 3.3154711e-04 -2.0040609e-03 -6.3963401e-01  7.6867694e-01]
22970285_1555396739779869.jpg,731,[ 453.23795  -475.3694     -4.917129],[ 0.12776673 -0.11059039 -0.63320565  0.75531185]
22970285_1555396740779869.jpg,731,[ 453.19962  -475.39362    -4.918671],[ 0.20590019 -0.17528789 -0.6193143   0.7371086 ]
22970285_1555396741779869.jpg,731,[ 453.15558   -475.37296     -4.9185343],[ 0.3437311  -0.29078755 -0.574642    0.68343115]
22970285_1555396742779869.jpg,5062,[ 453.0891    -475.32126     -4.9168673],[ 0.51442564 -0.43466163 -0.47631887  0.5652927 ]
22970285_1555396743779869.jpg,3636,[ 452.97025  -475.19955    -4.920709],[ 0.67209333 -0.56658345 -0.30990896  0.36225703]
22970285_1555396744779869.jpg,5935,[ 452.89536 -474.9298    -4.92313],[ 0.7594101  -0.63878536 -0.08294085  0.09148993]
22970285_1555396745779869.jpg,3493,[ 452.92114   -474.54263     -4.9273133],[ 0.7643397  -0.6445979   0.00559912 -0.01571705]
22970285_1555396746779869.jpg,2713,[ 452.94467   -473.762       -4.9267673],[ 0.7667779  -0.6416681   0.00676853 -0.01636952]
22970285_1555396747779869.jpg,5137,[ 452.97586   -472.84802     -4.9307466],[ 0.76432925 -0.6447018   0.00607011 -0.01111486]
22970285_1555396748779869.jpg,8712,[ 452.98706  -471.93387    -4.932604],[ 0.76680154 -0.6418603   0.00244055 -0.00497683]
22970285_1555396749779869.jpg,3736,[ 452.98633   -471.11368     -4.9354196],[ 0.7659852  -0.6428518  -0.00239109 -0.00156485]
